"","sample","predicted_tf","deconv_tool","tumor_type","regions","seq_depth","seq_method","mixture_type","expected_tf"
"9888","healthy_merged_BRCA_0.5_620000000_rep7",1,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0.5
"9889","healthy_merged_BRCA_0.5_620000000_rep8",0.990535381492776,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0.5
"9890","healthy_merged_BRCA_0.5_620000000_rep9",0.993840224889849,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0.5
"9891","healthy_merged_BRCA_0_620000000_rep1",0.0281605798462336,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9892","healthy_merged_BRCA_0_620000000_rep10",0.0269663846455594,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9893","healthy_merged_BRCA_0_620000000_rep2",0.0285576150454125,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9894","healthy_merged_BRCA_0_620000000_rep3",0.0333473114570559,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9895","healthy_merged_BRCA_0_620000000_rep4",0.0344765387400043,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9896","healthy_merged_BRCA_0_620000000_rep5",0.027196677514866,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9897","healthy_merged_BRCA_0_620000000_rep6",0.0323070929342834,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9898","healthy_merged_BRCA_0_620000000_rep7",0.0289898164372267,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9899","healthy_merged_BRCA_0_620000000_rep8",0.0284610126618108,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9900","healthy_merged_BRCA_0_620000000_rep9",0.0311034180486056,"MeDeCom","BRCA","rrbs20-200","620M","wgbs","in_silico",0
"9901","healthy_merged_LUAD_0.0001_620000000_rep1",0.0012,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9902","healthy_merged_LUAD_0.0001_620000000_rep10",0.0014,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9903","healthy_merged_LUAD_0.0001_620000000_rep2",0.0042,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9904","healthy_merged_LUAD_0.0001_620000000_rep3",0.0086,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9905","healthy_merged_LUAD_0.0001_620000000_rep4",0.0071,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9906","healthy_merged_LUAD_0.0001_620000000_rep5",0.0083,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9907","healthy_merged_LUAD_0.0001_620000000_rep6",9e-04,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9908","healthy_merged_LUAD_0.0001_620000000_rep7",0.0078,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9909","healthy_merged_LUAD_0.0001_620000000_rep8",0.0016,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9910","healthy_merged_LUAD_0.0001_620000000_rep9",0.0049,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"9911","healthy_merged_LUAD_0.001_620000000_rep1",0.0097,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9912","healthy_merged_LUAD_0.001_620000000_rep10",0.0101,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9913","healthy_merged_LUAD_0.001_620000000_rep2",0.0066,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9914","healthy_merged_LUAD_0.001_620000000_rep3",0.0091,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9915","healthy_merged_LUAD_0.001_620000000_rep4",0.011,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9916","healthy_merged_LUAD_0.001_620000000_rep5",0.0148,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9917","healthy_merged_LUAD_0.001_620000000_rep6",0.0062,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9918","healthy_merged_LUAD_0.001_620000000_rep7",0.0061,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9919","healthy_merged_LUAD_0.001_620000000_rep8",0,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9920","healthy_merged_LUAD_0.001_620000000_rep9",0.0119,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"9921","healthy_merged_LUAD_0.003_620000000_rep1",0.0099,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9922","healthy_merged_LUAD_0.003_620000000_rep10",0.0123,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9923","healthy_merged_LUAD_0.003_620000000_rep2",0.0071,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9924","healthy_merged_LUAD_0.003_620000000_rep3",0.0093,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9925","healthy_merged_LUAD_0.003_620000000_rep4",0.0079,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9926","healthy_merged_LUAD_0.003_620000000_rep5",0.0118,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9927","healthy_merged_LUAD_0.003_620000000_rep6",0.0126,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9928","healthy_merged_LUAD_0.003_620000000_rep7",0.0163,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9929","healthy_merged_LUAD_0.003_620000000_rep8",0.0142,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9930","healthy_merged_LUAD_0.003_620000000_rep9",0.015,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"9931","healthy_merged_LUAD_0.007_620000000_rep1",0.0191,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9932","healthy_merged_LUAD_0.007_620000000_rep10",0.0187,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9933","healthy_merged_LUAD_0.007_620000000_rep2",0.0224,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9934","healthy_merged_LUAD_0.007_620000000_rep3",0.0256,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9935","healthy_merged_LUAD_0.007_620000000_rep4",0.0178,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9936","healthy_merged_LUAD_0.007_620000000_rep5",0.021,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9937","healthy_merged_LUAD_0.007_620000000_rep6",0.0265,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9938","healthy_merged_LUAD_0.007_620000000_rep7",0.0248,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9939","healthy_merged_LUAD_0.007_620000000_rep8",0.0192,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9940","healthy_merged_LUAD_0.007_620000000_rep9",0.0204,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"9941","healthy_merged_LUAD_0.01_620000000_rep1",0.0279,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9942","healthy_merged_LUAD_0.01_620000000_rep10",0.0308,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9943","healthy_merged_LUAD_0.01_620000000_rep2",0.0265,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9944","healthy_merged_LUAD_0.01_620000000_rep3",0.0355,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9945","healthy_merged_LUAD_0.01_620000000_rep4",0.0297,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9946","healthy_merged_LUAD_0.01_620000000_rep5",0.0316,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9947","healthy_merged_LUAD_0.01_620000000_rep6",0.0281,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9948","healthy_merged_LUAD_0.01_620000000_rep7",0.023,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9949","healthy_merged_LUAD_0.01_620000000_rep8",0.0282,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9950","healthy_merged_LUAD_0.01_620000000_rep9",0.0258,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"9951","healthy_merged_LUAD_0.025_620000000_rep1",0.0626,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9952","healthy_merged_LUAD_0.025_620000000_rep10",0.0634,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9953","healthy_merged_LUAD_0.025_620000000_rep2",0.063,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9954","healthy_merged_LUAD_0.025_620000000_rep3",0.0661,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9955","healthy_merged_LUAD_0.025_620000000_rep4",0.0686,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9956","healthy_merged_LUAD_0.025_620000000_rep5",0.0598,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9957","healthy_merged_LUAD_0.025_620000000_rep6",0.0707,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9958","healthy_merged_LUAD_0.025_620000000_rep7",0.0678,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9959","healthy_merged_LUAD_0.025_620000000_rep8",0.0687,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9960","healthy_merged_LUAD_0.025_620000000_rep9",0.0711,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"9961","healthy_merged_LUAD_0.05_620000000_rep1",0.1234,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9962","healthy_merged_LUAD_0.05_620000000_rep10",0.1292,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9963","healthy_merged_LUAD_0.05_620000000_rep2",0.1261,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9964","healthy_merged_LUAD_0.05_620000000_rep3",0.1234,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9965","healthy_merged_LUAD_0.05_620000000_rep4",0.131,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9966","healthy_merged_LUAD_0.05_620000000_rep5",0.1236,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9967","healthy_merged_LUAD_0.05_620000000_rep6",0.1288,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9968","healthy_merged_LUAD_0.05_620000000_rep7",0.1197,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9969","healthy_merged_LUAD_0.05_620000000_rep8",0.1243,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9970","healthy_merged_LUAD_0.05_620000000_rep9",0.124,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"9971","healthy_merged_LUAD_0.1_620000000_rep1",0.2437,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9972","healthy_merged_LUAD_0.1_620000000_rep10",0.232,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9973","healthy_merged_LUAD_0.1_620000000_rep2",0.2417,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9974","healthy_merged_LUAD_0.1_620000000_rep3",0.235,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9975","healthy_merged_LUAD_0.1_620000000_rep4",0.2434,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9976","healthy_merged_LUAD_0.1_620000000_rep5",0.2382,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9977","healthy_merged_LUAD_0.1_620000000_rep6",0.238,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9978","healthy_merged_LUAD_0.1_620000000_rep7",0.2387,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9979","healthy_merged_LUAD_0.1_620000000_rep8",0.235,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9980","healthy_merged_LUAD_0.1_620000000_rep9",0.2368,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.1
"9981","healthy_merged_LUAD_0.25_620000000_rep1",0.5337,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9982","healthy_merged_LUAD_0.25_620000000_rep10",0.5303,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9983","healthy_merged_LUAD_0.25_620000000_rep2",0.5196,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9984","healthy_merged_LUAD_0.25_620000000_rep3",0.5317,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9985","healthy_merged_LUAD_0.25_620000000_rep4",0.5289,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9986","healthy_merged_LUAD_0.25_620000000_rep5",0.5294,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9987","healthy_merged_LUAD_0.25_620000000_rep6",0.5288,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9988","healthy_merged_LUAD_0.25_620000000_rep7",0.5287,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9989","healthy_merged_LUAD_0.25_620000000_rep8",0.5297,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9990","healthy_merged_LUAD_0.25_620000000_rep9",0.5278,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.25
"9991","healthy_merged_LUAD_0.5_620000000_rep1",0.9166,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"9992","healthy_merged_LUAD_0.5_620000000_rep10",0.9271,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"9993","healthy_merged_LUAD_0.5_620000000_rep2",0.9273,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"9994","healthy_merged_LUAD_0.5_620000000_rep3",0.9269,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"9995","healthy_merged_LUAD_0.5_620000000_rep4",0.9186,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"9996","healthy_merged_LUAD_0.5_620000000_rep5",0.9287,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"9997","healthy_merged_LUAD_0.5_620000000_rep6",0.9258,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"9998","healthy_merged_LUAD_0.5_620000000_rep7",0.9238,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"9999","healthy_merged_LUAD_0.5_620000000_rep8",0.9309,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"10000","healthy_merged_LUAD_0.5_620000000_rep9",0.9278,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0.5
"10001","healthy_merged_LUAD_0_620000000_rep1",0.0048,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10002","healthy_merged_LUAD_0_620000000_rep10",0.0078,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10003","healthy_merged_LUAD_0_620000000_rep2",0.0045,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10004","healthy_merged_LUAD_0_620000000_rep3",0.0118,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10005","healthy_merged_LUAD_0_620000000_rep4",0.0098,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10006","healthy_merged_LUAD_0_620000000_rep5",0.0047,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10007","healthy_merged_LUAD_0_620000000_rep6",0.0082,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10008","healthy_merged_LUAD_0_620000000_rep7",0.0055,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10009","healthy_merged_LUAD_0_620000000_rep8",0.0036,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10010","healthy_merged_LUAD_0_620000000_rep9",0.0083,"PRMeth_RF","LUAD","rrbs20-200","620M","wgbs","in_silico",0
"10011","healthy_merged_LUAD_0.0001_620000000_rep1",0.0274713653499088,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10012","healthy_merged_LUAD_0.0001_620000000_rep10",0.0277658498322136,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10013","healthy_merged_LUAD_0.0001_620000000_rep2",0.0306258044533941,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10014","healthy_merged_LUAD_0.0001_620000000_rep3",0.0353085069173415,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10015","healthy_merged_LUAD_0.0001_620000000_rep4",0.0336571789648975,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10016","healthy_merged_LUAD_0.0001_620000000_rep5",0.0349123444940065,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10017","healthy_merged_LUAD_0.0001_620000000_rep6",0.0272067086160389,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10018","healthy_merged_LUAD_0.0001_620000000_rep7",0.0344095671062585,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10019","healthy_merged_LUAD_0.0001_620000000_rep8",0.0279144464186464,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10020","healthy_merged_LUAD_0.0001_620000000_rep9",0.0314434272592123,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",1e-04
"10021","healthy_merged_LUAD_0.001_620000000_rep1",0.0364553267353297,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10022","healthy_merged_LUAD_0.001_620000000_rep10",0.036805042219999,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10023","healthy_merged_LUAD_0.001_620000000_rep2",0.0332181889665866,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10024","healthy_merged_LUAD_0.001_620000000_rep3",0.0357554477242717,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10025","healthy_merged_LUAD_0.001_620000000_rep4",0.0377287549238858,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10026","healthy_merged_LUAD_0.001_620000000_rep5",0.0417925962900293,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10027","healthy_merged_LUAD_0.001_620000000_rep6",0.0327226814766956,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10028","healthy_merged_LUAD_0.001_620000000_rep7",0.0326558873169684,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10029","healthy_merged_LUAD_0.001_620000000_rep8",0.0260363978987321,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10030","healthy_merged_LUAD_0.001_620000000_rep9",0.0387536461366138,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.001
"10031","healthy_merged_LUAD_0.003_620000000_rep1",0.036632959852063,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10032","healthy_merged_LUAD_0.003_620000000_rep10",0.039083995941656,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10033","healthy_merged_LUAD_0.003_620000000_rep2",0.0336526430299254,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10034","healthy_merged_LUAD_0.003_620000000_rep3",0.0360090135053094,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10035","healthy_merged_LUAD_0.003_620000000_rep4",0.0345761542462344,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10036","healthy_merged_LUAD_0.003_620000000_rep5",0.0386268894962132,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10037","healthy_merged_LUAD_0.003_620000000_rep6",0.0394577229820152,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10038","healthy_merged_LUAD_0.003_620000000_rep7",0.0433441213389037,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10039","healthy_merged_LUAD_0.003_620000000_rep8",0.0411487762779963,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10040","healthy_merged_LUAD_0.003_620000000_rep9",0.0419557928956345,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.003
"10041","healthy_merged_LUAD_0.007_620000000_rep1",0.0462053076012987,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10042","healthy_merged_LUAD_0.007_620000000_rep10",0.0458491393616319,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10043","healthy_merged_LUAD_0.007_620000000_rep2",0.0496488057532049,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10044","healthy_merged_LUAD_0.007_620000000_rep3",0.0530760671680134,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10045","healthy_merged_LUAD_0.007_620000000_rep4",0.0448515668670905,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10046","healthy_merged_LUAD_0.007_620000000_rep5",0.0482421591411124,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10047","healthy_merged_LUAD_0.007_620000000_rep6",0.0539356972222961,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10048","healthy_merged_LUAD_0.007_620000000_rep7",0.0521788125266926,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10049","healthy_merged_LUAD_0.007_620000000_rep8",0.0463377767589517,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10050","healthy_merged_LUAD_0.007_620000000_rep9",0.047594990097718,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.007
"10051","healthy_merged_LUAD_0.01_620000000_rep1",0.0554853637755388,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10052","healthy_merged_LUAD_0.01_620000000_rep10",0.058464397801386,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10053","healthy_merged_LUAD_0.01_620000000_rep2",0.0539703049697065,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10054","healthy_merged_LUAD_0.01_620000000_rep3",0.0633737795171614,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10055","healthy_merged_LUAD_0.01_620000000_rep4",0.0573748354019444,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10056","healthy_merged_LUAD_0.01_620000000_rep5",0.0593366669802789,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10057","healthy_merged_LUAD_0.01_620000000_rep6",0.0556916391118774,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10058","healthy_merged_LUAD_0.01_620000000_rep7",0.0502935303346394,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10059","healthy_merged_LUAD_0.01_620000000_rep8",0.0557912711416364,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10060","healthy_merged_LUAD_0.01_620000000_rep9",0.0532182535117395,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.01
"10061","healthy_merged_LUAD_0.025_620000000_rep1",0.0917816940216596,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10062","healthy_merged_LUAD_0.025_620000000_rep10",0.092558335056914,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10063","healthy_merged_LUAD_0.025_620000000_rep2",0.0922002088994451,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10064","healthy_merged_LUAD_0.025_620000000_rep3",0.0954695607136534,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10065","healthy_merged_LUAD_0.025_620000000_rep4",0.0980296979556209,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10066","healthy_merged_LUAD_0.025_620000000_rep5",0.0888746761963283,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10067","healthy_merged_LUAD_0.025_620000000_rep6",0.100189954201699,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10068","healthy_merged_LUAD_0.025_620000000_rep7",0.0971535750520312,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10069","healthy_merged_LUAD_0.025_620000000_rep8",0.0981902629212166,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10070","healthy_merged_LUAD_0.025_620000000_rep9",0.100627498873612,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.025
"10071","healthy_merged_LUAD_0.05_620000000_rep1",0.155406891180964,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"10072","healthy_merged_LUAD_0.05_620000000_rep10",0.161417067924461,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"10073","healthy_merged_LUAD_0.05_620000000_rep2",0.158153286674338,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"10074","healthy_merged_LUAD_0.05_620000000_rep3",0.155379154601764,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"10075","healthy_merged_LUAD_0.05_620000000_rep4",0.163316719711054,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
"10076","healthy_merged_LUAD_0.05_620000000_rep5",0.15554872717466,"MeDeCom","LUAD","rrbs20-200","620M","wgbs","in_silico",0.05
